,avg_bbox_longevity,90p_bbox_longevity,10p_bbox_longevity,avg_num_bboxes,90p_num_bboxes,10p_num_bboxes,avg_bbox_size,90p_bbox_size,10p_bbox_size,avg_bbox_speed,90p_bbox_speed,10p_bbox_speed,avg_ego_speed,90p_ego_speed,10p_ego_speed,time_of_day,weather,location,scenario_name
26,36.285714285714285,40.0,25.0,19.05,20.0,18.0,10252.342796517672,12805.60598626257,7296.709395743657,33.36631000462382,41.50348533794397,27.561942202141307,8.229384100114363,9.345219575949363,6.786612179656437,Day,sunny,location_sf,training_0002-S15-P1_5
27,29.833333333333332,40.0,10.0,13.425,15.0,11.0,12020.234907864051,19262.597894673996,6103.129159181524,44.08361267109873,53.71338587208567,31.568468103764076,9.918897598956221,10.246789442967195,9.59481539101407,Day,sunny,location_sf,training_0002-S15-P2_5
28,26.333333333333332,40.0,6.200000000000001,9.875,10.0,9.0,6445.380209631267,13864.957422492675,603.4046008733638,28.47159705649878,40.4044917782561,8.362337470672227,10.19792006252445,10.307447510670604,10.119378835749439,Day,sunny,location_sf,training_0002-S15-P3_5
29,37.63636363636363,38.0,38.0,10.894736842105264,11.0,10.7,16524.679729782754,23220.334668673728,9045.005864190127,30.154747494565356,50.18985063733585,14.928921533942079,10.522298044164765,10.567819132392128,10.420282063442414,Day,sunny,location_sf,training_0002-S15-P4_5
30,27.69047619047619,40.0,5.300000000000002,29.075,31.0,28.0,13321.219237793786,14948.82056342093,11542.7853670521,37.977678944999596,62.921356204635856,26.922142177171523,6.105301259573537,6.782474262817825,5.557628287200846,Day,sunny,location_sf,training_0001-S1-P0_5
31,30.456521739130434,40.0,13.5,35.025,37.1,32.0,12676.6672288269,14323.86161327162,9118.433700609246,32.20695924313764,36.75005288811634,28.058692851007912,6.656513873233995,7.471165189549387,5.724838323420056,Day,sunny,location_sf,training_0001-S1-P1_5
32,25.39622641509434,40.0,8.0,33.65,37.0,31.0,12754.230823807404,18804.000214578195,8258.149145286285,43.09673375876429,56.34956604947459,30.404220686046934,7.203306195536513,7.909366013895261,5.729731866865753,Day,sunny,location_sf,training_0001-S1-P2_5
33,25.551020408163264,40.0,4.800000000000001,31.3,33.0,29.9,8426.304657603829,9380.738790179686,7546.737025555119,21.543956203315254,27.590981491766723,17.18314407026888,1.9669816825405413,3.9498183733303396,0.8854196309431805,Day,sunny,location_sf,training_0001-S1-P3_5
34,27.51063829787234,39.0,9.0,33.15384615384615,38.0,29.0,5773.829054209815,8291.722542600193,4200.145376644776,98.0344993564943,250.30498091107856,23.738055833910334,3.060828978148068,4.131834532915786,1.3792519013213236,Day,sunny,location_sf,training_0001-S1-P4_5
35,20.904761904761905,40.0,3.2,32.925,35.1,30.0,2411.4755542178414,2824.4190591897095,2093.402014146983,40.708357863071605,45.069963158201055,35.84990771244481,26.422782667848587,27.778989225101,24.950598793304245,Day,sunny,location_phx,training_0005-S14-P0_5
36,24.451612903225808,40.0,8.100000000000001,37.9,44.1,32.0,1578.3793362725798,1747.6788764045607,1344.2540893011972,43.78183301990178,50.77549528721665,36.63367279222242,28.22310288713161,28.64006413332015,27.84585947841278,Day,sunny,location_phx,training_0005-S14-P1_5
37,23.96825396825397,40.0,6.2,37.75,41.0,31.8,2764.411306665927,5197.917930142793,1187.2563968318086,40.015506875964384,43.184517158384395,35.80982323450697,27.865233523640438,28.806934152947445,27.50978504756125,Day,sunny,location_phx,training_0005-S14-P2_5
38,22.971014492753625,40.0,5.0,39.625,42.0,36.9,2982.4209750627,3840.515389521389,2304.787778809317,38.327897144625716,44.4333305737976,28.728640307192443,26.60200561655585,26.815523262096676,26.261015945373174,Day,sunny,location_phx,training_0005-S14-P3_5
39,24.516129032258064,39.0,7.1000000000000005,38.97435897435897,41.0,37.0,1871.9230661720828,2176.2704755690615,1637.230118885975,36.00475165354433,41.5941268531972,31.75577439085472,25.56825909014355,25.953157694937794,25.155676129115317,Day,sunny,location_phx,training_0005-S14-P4_5
40,34.15151515151515,40.0,14.000000000000002,28.175,30.0,26.0,15062.002790864944,16707.506700004807,12701.237075873283,24.75561906558949,29.112103577739198,19.34569091442595,4.976499809882095,6.04507994096696,3.8914628616310436,Day,sunny,location_phx,training_0001-S2-P0_5
41,33.94285714285714,40.0,19.200000000000003,29.7,32.0,28.0,12266.114463899596,15402.067356961325,7088.113202682579,49.52980371588455,60.274956943702364,39.837972074057554,2.3514711377484305,3.493900898189814,1.2069001781659006,Day,sunny,location_phx,training_0001-S2-P1_5
42,35.0,40.0,19.7,28.0,29.0,27.0,6190.61076572498,7282.47852849483,5175.416881761058,37.863137838205915,47.163926848862744,30.595216950650872,0.4414507492467375,0.9840023414364539,0.03390966731417844,Day,sunny,location_phx,training_0001-S2-P2_5
43,32.67741935483871,40.0,7.0,25.325,26.0,24.0,5302.471908979052,6650.960733250149,3683.2894972514177,24.58072749673653,35.674064809204594,6.95284108577481,0.23569714906143177,0.5301161759990938,0.01964571274947454,Day,sunny,location_phx,training_0001-S2-P3_5
44,33.0,39.0,14.500000000000002,25.384615384615383,26.0,25.0,5679.590223698695,7837.4530710235,3928.691017473657,26.378597971217125,44.91497057925802,16.056822807985505,0.0006638096516217672,0.0,0.0,Day,sunny,location_phx,training_0001-S2-P4_5
45,35.416666666666664,40.0,17.5,10.625,11.0,10.0,8656.258347373525,15605.396802972977,5260.90372955717,18.929011062555887,30.23110674806794,10.208153440294968,7.835661481795695,9.088050456028805,6.334257100199136,Day,sunny,location_phx,training_0005-S17-P0_5
46,36.92307692307692,40.0,24.800000000000004,12.0,12.0,12.0,13306.072866730427,16290.038040159294,9779.496164571952,33.379813332281074,85.7126475431189,12.426389709884269,4.776538365129733,5.598287744219613,4.323198520778896,Day,sunny,location_phx,training_0005-S17-P1_5
47,14.692307692307692,22.0,4.0,9.55,15.0,1.0,13748.702432626593,38489.50729353781,1160.916897805167,333.98322083624095,469.13806891721686,110.01736153850027,4.852971362879577,6.4416703535706565,3.857821823683649,Day,sunny,location_phx,training_0005-S17-P2_5
48,37.875,40.0,33.5,15.15,16.0,15.0,3677.4272088993994,4690.011167778348,2850.0875196719453,28.85952377696841,48.505670178041896,12.637111949241032,8.52721196938013,9.089267871144996,7.483833722280563,Day,sunny,location_phx,training_0005-S17-P3_5
49,34.4375,38.0,24.5,14.5,15.0,14.0,8993.376147937774,15418.5912681919,5542.716832250222,28.80882258784589,35.637463819025236,19.007048738068423,8.700006799944862,8.975508180257371,8.46434054765137,Day,sunny,location_phx,training_0005-S17-P4_5
50,36.0,39.2,32.8,1.8,2.0,1.0,279575.27806169295,349474.0020203632,196192.0037256544,34.5137586979672,40.04644166488995,27.42076332983924,0.2810121239810741,0.35296449021866466,0.22459788398596034,Day,sunny,location_other,training_0005-S4-P0_5
51,23.75,36.1,12.8,2.375,4.0,1.0,149282.38359467444,283348.6445398738,71845.11434595755,64.82300719677787,97.4707967867986,24.355688068430382,0.5407115604505417,0.598844941051605,0.4670069558818939,Day,sunny,location_other,training_0005-S4-P1_5
52,9.333333333333334,15.6,4.4,0.7,2.1000000000000014,0.0,18141.696403546226,42629.40825785264,3020.329915480143,44.06335067002502,49.35258538122119,39.3514940943866,0.15867333423428143,0.33866142315734105,0.016009948339823082,Day,sunny,location_other,training_0005-S4-P2_5
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027093523687682997,0.01129582641173571,0.0,Day,sunny,location_other,training_0005-S4-P3_5
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07001467650733754,0.20205927440347632,0.0,Day,sunny,location_other,training_0005-S4-P4_5
55,35.63157894736842,40.0,26.2,16.925,18.0,15.0,13473.245752718392,17567.608421234847,9770.784767791738,30.061871131976964,36.37851046703744,24.723394567707466,8.620387289797494,8.731472032512865,8.481915625098354,Day,sunny,location_phx,training_0000-S19-P0_5
56,33.0,40.0,17.600000000000005,14.85,16.0,14.0,13534.429913865746,17574.6669579296,8988.808510405435,42.81223345603446,50.89989073060204,28.982996148580902,9.548015885814964,9.914958372528636,9.165959334913943,Day,sunny,location_phx,training_0000-S19-P1_5
57,29.666666666666668,40.0,8.200000000000001,8.9,10.0,7.0,28559.607070304533,41073.17707431859,20215.57831563123,40.46976243706039,48.17341000905064,34.33842085082693,8.517778015439282,9.02031976320608,7.880143745947482,Day,sunny,location_phx,training_0000-S19-P2_5
58,20.555555555555557,29.200000000000003,8.8,4.625,7.0,2.0,114525.34804662057,207222.42738231836,61987.38481044113,307.25974117993536,409.83710862312336,115.7378298572203,5.80000060102175,6.852665511034821,5.186037641710829,Day,sunny,location_phx,training_0000-S19-P3_5
59,26.666666666666668,37.2,13.200000000000001,2.1052631578947367,2.3000000000000043,2.0,25031.304580870834,73317.02844307128,8299.79630241984,127.22953011948745,320.49146563830345,25.20788524887873,6.557517476606304,7.426087759594458,5.615923479567153,Day,sunny,location_phx,training_0000-S19-P4_5
60,29.444444444444443,40.0,7.8,6.625,7.0,6.0,8908.288763546614,10144.332387549246,7945.5110782148495,32.76591868265083,57.4509840691171,17.712047191119964,15.702310380383153,15.77691039097614,15.635898274522905,Night,sunny,location_other,training_0002-S3-P0_5
61,39.666666666666664,40.0,39.0,5.95,6.0,6.0,8648.665295702749,11301.144560147835,7501.532352834657,34.40520136019861,45.65885241416683,20.43925212851665,15.683204948571184,15.741121551405456,15.61893643816151,Night,sunny,location_other,training_0002-S3-P1_5
62,32.857142857142854,40.0,20.200000000000003,5.75,6.0,5.0,15579.299971169132,19588.84580350388,12337.78610593545,44.79699832670951,62.79205800061324,31.64982493828854,15.687984687423214,15.734317396792992,15.624548897162525,Night,sunny,location_other,training_0002-S3-P2_5
63,28.375,40.0,12.700000000000001,5.675,7.0,4.0,10291.097467208303,12057.410449494588,8276.050388476267,42.296000000973166,66.62640434704011,23.08708205553473,15.678780496308558,15.752875373093843,15.604838944921259,Night,sunny,location_other,training_0002-S3-P3_5
64,19.833333333333332,29.0,3.0,4.103448275862069,4.399999999999999,3.8000000000000003,9403.752461452394,10366.487273434772,8937.955725998758,31.624384737742957,44.07880905407066,21.187570239301852,15.597030871064897,15.722639301263104,15.484714264218319,Night,sunny,location_other,training_0002-S3-P4_5
65,33.45454545454545,40.0,19.8,46.0,48.1,41.9,15051.56633078094,16554.29826945908,14138.633393081025,16.03965157954453,18.84115078609656,14.018608476462141,0.0,0.0,0.0,Day,sunny,location_sf,training_0002-S18-P0_5
66,32.25454545454546,40.0,17.4,44.35,48.0,34.6,17076.348441992326,21764.204004640047,15029.345564964935,18.92066294273033,26.719346188299244,14.388159856581431,0.0,0.0,0.0,Day,sunny,location_sf,training_0002-S18-P1_5
67,30.103448275862068,40.0,15.7,43.65,50.0,27.8,17600.077137261127,27586.153346196552,14336.751892600434,22.38756068150877,27.59129531537047,18.15278649863675,0.0,0.0,0.0,Day,sunny,location_sf,training_0002-S18-P2_5
68,34.107142857142854,40.0,18.0,47.75,50.0,46.0,15018.242177546868,15617.287448665998,14181.16436368347,17.785450987814073,22.518736547020215,12.009627398623763,0.0,0.0,0.0,Day,sunny,location_sf,training_0002-S18-P3_5
69,36.191489361702125,39.0,27.0,43.61538461538461,46.0,41.0,13601.034314498385,15191.426990757695,10579.953785224327,7.918811156515341,12.584215498252888,4.824316481225777,0.3953032015886991,1.521290008333331,0.0,Day,sunny,location_sf,training_0002-S18-P4_5
70,32.0,40.0,23.2,3.2,4.0,2.0,4334.2300874228795,12731.14253120072,936.7940057661069,51.967112551556994,132.84962027413206,17.058643432176538,11.179322276512064,11.20391917684416,11.157898355035964,Dawn/Dusk,sunny,location_phx,training_0004-S3-P0_5
71,24.8,37.6,7.8,3.1,4.0,2.0,3137.14150772189,4589.98446795411,2016.243419852914,68.59591596913899,91.17537357160192,41.983645596240535,11.170684883161808,11.195505596040482,11.136990340707944,Dawn/Dusk,sunny,location_phx,training_0004-S3-P1_5
72,19.75,28.200000000000003,11.9,1.975,3.0,1.0,7328.312791813018,18004.379721236644,601.9091549100917,165.08387980397956,345.4735389767764,38.890727372497814,11.183820868057628,11.219251541615154,11.136454873584213,Dawn/Dusk,sunny,location_phx,training_0004-S3-P2_5
73,36.333333333333336,38.6,33.800000000000004,2.725,3.0,2.0,600.3451042246381,787.6862940583961,480.44229980364105,45.01355277697834,52.746454407324,38.55659495889618,11.111308733148418,11.207215298441305,10.867172017711836,Dawn/Dusk,sunny,location_phx,training_0004-S3-P3_5
74,39.0,39.0,39.0,3.0,3.0,3.0,1019.3491238029144,1354.604917387671,686.5171022601004,23.450283404100958,46.92325299055368,4.6899427233101125,11.015104960499558,11.127996062197283,10.935036440013212,Dawn/Dusk,sunny,location_phx,training_0004-S3-P4_5
75,19.416666666666668,40.0,8.0,11.65,21.0,6.0,1923.5021181328207,3253.0207395299785,632.946996663459,78.26316731511017,135.73897428132446,1.0459436160348734,3.013213987975479,3.9120252550714283,2.2532137813658593,Day,sunny,location_phx,training_0004-S22-P0_5
76,30.583333333333332,40.0,3.7000000000000024,9.175,10.0,7.0,14779.493698188913,25218.084899222922,5974.00191216426,55.5481720284534,84.23701881216942,29.557075695019265,3.021135744545339,3.516201124372095,2.4117896180802743,Day,sunny,location_phx,training_0004-S22-P1_5
77,34.111111111111114,40.0,24.8,7.675,8.0,7.0,32389.394963545412,59893.979879679966,14509.331088493362,44.19682018482834,67.76552690400506,19.52591033869472,3.555688293998805,3.7305603092903192,3.3064184194375685,Day,sunny,location_phx,training_0004-S22-P2_5
78,28.25,40.0,7.4,5.65,8.0,5.0,5098.590450132094,18924.26728967328,1119.1782493881024,9.65441788730784,31.463609030486897,1.051386203781657,2.9187197774564484,3.1050115683269195,2.6779328759918357,Day,sunny,location_phx,training_0004-S22-P3_5
79,23.095238095238095,38.0,10.0,12.763157894736842,19.300000000000004,5.7,7680.5118500872495,12603.49417482125,1347.2360589085056,128.76005321371267,217.37371314410112,7.373248960076752,2.4992125296790078,2.5639421197369785,2.4644981435344153,Day,sunny,location_phx,training_0004-S22-P4_5
80,31.444444444444443,40.0,21.6,7.075,9.0,4.0,1183.5246373079995,1607.4967075292643,705.8808413378007,113.68136797016308,133.8269652394972,94.61913419143437,10.755982962432295,11.952470719451972,9.306999364454626,Dawn/Dusk,sunny,location_phx,training_0004-S7-P0_5
81,16.0,16.8,15.2,0.8,2.0,0.0,1872.539826074457,4120.352786596143,443.0261927700679,58.70422483743967,80.82084698383493,32.64588199699643,11.708570735353508,12.273246639057938,11.148254683132874,Dawn/Dusk,sunny,location_phx,training_0004-S7-P1_5
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.227263214427415,11.282323507208478,11.155263428986464,Dawn/Dusk,sunny,location_phx,training_0004-S7-P2_5
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.33940507248563,11.05386929637799,9.23613079611734,Dawn/Dusk,sunny,location_phx,training_0004-S7-P3_5
84,16.25,21.0,12.4,3.3333333333333335,8.0,0.0,3889.175281555228,4808.0131513892975,3169.008419308427,471.23444413429445,492.2794213060109,448.41059618397134,7.54677880419275,8.46058615490207,6.92203127993333,Dawn/Dusk,sunny,location_phx,training_0004-S7-P4_5
85,27.952380952380953,40.0,7.0,14.675,18.0,13.0,20510.40020017811,32428.95197279818,12136.792489314788,53.031672197808845,77.76916047782332,34.464319905047596,4.229543721078814,5.7418533221114725,3.2970560778353963,Night,sunny,location_sf,training_0000-S7-P0_5
86,25.40740740740741,40.0,5.2,17.15,18.1,15.0,12513.270054470226,16395.016969858618,8670.344734076878,36.7038964126134,44.72147085726679,31.122949752617696,8.100904466067549,8.656415341323196,7.0519530808299224,Night,sunny,location_sf,training_0000-S7-P1_5
87,30.357142857142858,40.0,13.100000000000001,21.25,24.0,19.0,11306.931633172075,17408.866048784483,6260.27722745444,39.12429552342536,50.98903544018292,27.933977472378935,7.208278731817197,8.046551885742655,6.179337898259341,Night,sunny,location_sf,training_0000-S7-P2_5
88,36.333333333333336,40.0,26.800000000000004,16.35,18.0,15.0,7449.061187739334,8865.88893449551,5931.716418829662,15.195701185193327,21.12648942743569,7.159327331766754,3.1276031784328615,5.103297045798886,1.2368404026813693,Night,sunny,location_sf,training_0000-S7-P3_5
89,35.0625,37.0,36.0,15.162162162162161,16.0,15.0,9363.585025246806,9517.956013486542,9144.175983052786,2.6112225843092918,5.247849792278578,1.55006577772125,0.06154586051241987,0.18914044982149125,0.0,Night,sunny,location_sf,training_0000-S7-P4_5
90,29.253731343283583,40.0,11.0,49.0,58.0,40.0,40923.03576190198,77922.46259184177,15051.745707916516,66.7893805258994,74.98539004102285,54.97073402352919,1.578487256658366,2.2002439036464487,1.113156859438965,Dawn/Dusk,sunny,location_sf,training_0002-S17-P0_5
91,29.555555555555557,40.0,4.200000000000001,33.25,36.0,31.0,84754.89646033768,87794.96700076298,81094.0189731586,26.44704710868057,38.518509160181495,9.448546613027027,0.21147397227257167,0.7195011256201425,0.009800395478314114,Dawn/Dusk,sunny,location_sf,training_0002-S17-P1_5
92,33.525,40.0,12.8,33.525,36.1,31.0,78905.39947520282,86598.30504612382,69928.04326587364,26.3105733814326,30.940089801538353,21.819017929166257,0.007152500169870494,0.0191802414661165,0.0,Dawn/Dusk,sunny,location_sf,training_0002-S17-P2_5
93,34.369565217391305,40.0,20.5,39.525,41.0,37.0,46914.86785689356,57839.152603688715,41791.03435088272,37.33512945334811,50.75700619876221,24.068976141753673,0.0,0.0,0.0,Dawn/Dusk,sunny,location_sf,training_0002-S17-P3_5
94,31.784313725490197,38.0,15.0,42.6578947368421,45.0,40.0,65375.206084879406,79575.5426328888,48071.8780765535,42.12921963593364,64.37179206245591,27.107452142548627,0.0,0.0,0.0,Dawn/Dusk,sunny,location_sf,training_0002-S17-P4_5
95,28.333333333333332,38.4,16.8,2.125,3.0,1.0,374.28013547195985,521.5827978550204,186.68797435079927,12.671127943266054,17.978355928173105,6.274109671732907,20.025702090454246,20.56469670346511,19.51951155309225,Dawn/Dusk,sunny,location_phx,training_0002-S12-P0_5
96,28.4,40.0,13.400000000000002,3.55,4.0,3.0,3789.6017460199305,8343.257103286338,922.2439120386601,47.34274942932785,98.04218069893345,15.703056459916205,20.605356226943748,20.750757763916692,20.441769020382413,Dawn/Dusk,sunny,location_phx,training_0002-S12-P1_5
97,18.88888888888889,40.0,4.4,4.25,7.0,3.0,2697.4431103295174,5925.314748993514,1012.9817138171401,44.00650218798245,78.11148180951552,17.32348104592956,21.078948176755084,21.357023609179237,20.85869642663499,Dawn/Dusk,sunny,location_phx,training_0002-S12-P2_5
98,18.076923076923077,28.000000000000004,5.2,5.875,7.0,4.0,6670.71595608083,13124.396532165149,2651.8468288231807,109.47678104480163,158.87135129973151,50.66777631311241,21.486339336208676,21.705241621309035,21.303364005002642,Dawn/Dusk,sunny,location_phx,training_0002-S12-P3_5
99,25.857142857142858,37.400000000000006,6.800000000000001,4.641025641025641,6.0,4.0,2864.0070824605,6964.827696088584,535.5232303556884,38.30267770590051,101.99666055995965,9.931796848800557,21.22925151090895,21.528616070756094,20.819305328420246,Dawn/Dusk,sunny,location_phx,training_0002-S12-P4_5
100,7.5,12.7,1.9000000000000001,0.75,2.1000000000000014,0.0,212.52772578299889,268.1501287855012,170.82043472963116,70.76278411412639,73.08010908821288,68.79735413400203,11.192054595469198,11.208891657327353,11.164614048370703,Day,sunny,location_phx,training_0002-S21-P0_5
101,25.2,33.2,17.0,3.15,4.0,2.0,670.9888333330506,895.4238091464365,451.50832315212165,71.80209673237312,80.70395528024689,63.226856888866436,11.083378431764853,11.212445986550021,10.842891620454363,Day,sunny,location_phx,training_0002-S21-P1_5
102,3.5,5.5,1.5,0.175,1.0,0.0,220.3100454335144,368.74863993563997,92.38661294796032,17.00608120269033,17.00608120269033,17.00608120269033,8.858669033555728,10.277243803580276,7.3573617673848055,Day,sunny,location_phx,training_0002-S21-P2_5
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.796933380577844,6.482599314087702,5.232204165273604,Day,sunny,location_phx,training_0002-S21-P3_5
104,10.5,16.300000000000004,6.3,1.105263157894737,3.0,0.0,1291.4799637725555,3057.011880771721,217.80263674260044,226.98440183826352,371.89217917559597,66.74307945092602,5.454360351161341,7.017313622339028,4.602759912254278,Day,sunny,location_phx,training_0002-S21-P4_5
105,16.25,29.6,3.9,1.625,2.0,1.0,3325.41024686599,5348.131778036697,1204.2141191885726,60.667514644634565,102.4652643602872,23.777196966206276,7.207548388404328,9.034393808501305,5.471893212509036,Dawn/Dusk,sunny,location_phx,training_0005-S8-P0_5
