,avg_bbox_longevity,90p_bbox_longevity,10p_bbox_longevity,avg_num_bboxes,90p_num_bboxes,10p_num_bboxes,avg_bbox_size,90p_bbox_size,10p_bbox_size,avg_bbox_speed,90p_bbox_speed,10p_bbox_speed,avg_ego_speed,90p_ego_speed,10p_ego_speed,time_of_day,weather,location,scenario_name
10,10.0,10.0,10.0,8.0,8.0,8.0,675.7869369309533,684.5691098493237,662.1904197445601,11.31597455802563,11.567759596845395,10.923270666299851,18.682464179270305,18.791341436940844,18.579300290279974,Day,sunny,location_phx,training_0004-S0-P10_20
11,9.75,10.0,9.0,7.8,8.0,7.0,699.7004995282446,760.9391139495419,671.2491565892052,12.535998969431468,13.618411053596471,11.505480672321884,18.545674580320885,18.570771315062824,18.52554013326515,Day,sunny,location_phx,training_0004-S0-P11_20
12,9.375,10.0,7.7,7.5,8.0,6.0,2276.6250113971673,3758.766766948364,877.4030153387328,16.42034278543283,19.44228899332346,12.484398055120959,18.698408750882287,18.782355793393762,18.623950359553362,Day,sunny,location_phx,training_0004-S0-P12_20
13,10.0,10.0,10.0,8.0,8.0,8.0,7036.2084882480485,8195.282274359677,5474.30509399979,20.380807096559813,21.219553727709314,19.714535910042095,18.958491844660312,19.04991070053442,18.87017651569287,Day,sunny,location_phx,training_0004-S0-P13_20
14,10.0,10.0,10.0,8.0,8.0,8.0,9285.220559059879,9753.838387897662,8844.255842044207,20.370525092130947,21.984137928314574,18.455157659256237,18.841903758846293,18.971294393252343,18.722353274438767,Day,sunny,location_phx,training_0004-S0-P14_20
15,8.222222222222221,10.0,4.6,7.4,8.0,7.0,8282.401835449165,8911.65944813061,7620.115332928554,24.816833741756238,25.765830840234898,23.870606268632812,18.458649016158738,18.601600150953026,18.301890923373065,Day,sunny,location_phx,training_0004-S0-P15_20
16,10.0,10.0,10.0,7.0,7.0,7.0,6792.554437039695,7219.667730140614,6407.523158312081,28.57922121645953,28.957340610900687,28.22269670675059,18.15586960246892,18.211697402365452,18.117545939431675,Day,sunny,location_phx,training_0004-S0-P16_20
17,9.285714285714286,10.0,7.8,6.5,7.0,5.9,6646.883603102018,8236.109280522262,5942.786375062307,39.875176436576695,50.5851521214439,21.554711558476246,18.18242716246863,18.20903887178068,18.16138630454896,Day,sunny,location_phx,training_0004-S0-P17_20
18,9.571428571428571,10.0,8.6,6.7,7.0,5.9,4042.211809241013,4805.165864881957,3568.0120460526023,4.99693869565297,5.756639568948111,4.366463134610623,17.936008334046676,18.0517218515595,17.817377995592725,Day,sunny,location_phx,training_0004-S0-P18_20
19,9.0,9.0,9.0,7.0,7.0,7.0,3291.2550860538463,3439.857816884377,3067.7353638373784,5.075842494775063,6.246560494309849,4.08132367335868,17.592988335203973,17.723034986247225,17.46466774247969,Day,sunny,location_phx,training_0004-S0-P19_20
0,9.791666666666666,10.0,10.0,47.0,48.0,46.0,6571.077726676858,6751.944561857919,6429.962417792092,7.1179238657665,7.814899868662743,6.241440917655622,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S11-P0_20
1,9.666666666666666,10.0,10.0,49.3,50.099999999999994,48.9,6244.814827851326,6375.9544563368045,6133.09912436531,6.5881793311080115,7.313952389430235,5.980499648721696,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S11-P1_20
2,9.576923076923077,10.0,9.0,49.8,51.0,48.8,6516.3012242430095,7270.213219796099,6141.799519017282,8.637154952306862,9.428712257529602,7.988486920615354,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S11-P2_20
3,8.75925925925926,10.0,5.0,47.3,49.099999999999994,46.0,8705.932365940798,9721.553949926814,8095.114154066596,15.437484054965097,15.894816987668523,15.000680745924729,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S11-P3_20
4,8.981132075471699,10.0,4.6000000000000005,47.6,49.099999999999994,46.0,11551.921092120912,15085.153752268738,8368.009318871205,22.53322798193727,26.696127553859675,17.463876739105462,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S11-P4_20
5,9.588235294117647,10.0,9.0,48.9,49.099999999999994,48.0,15813.221818785823,17277.210272259443,14278.438241548803,26.89249679199839,27.465961347395755,26.40621035550098,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S11-P5_20
6,9.24074074074074,10.0,7.300000000000001,49.9,51.2,48.0,16193.570343810765,17383.51802375576,14659.111900681852,25.261636857326103,26.25269415098262,24.188327112923513,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S11-P6_20
7,9.563636363636364,10.0,9.4,52.6,53.099999999999994,52.0,12892.730577908596,13569.658664006032,12201.287523167848,17.106210723833957,17.895776732664064,16.194891763887522,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S11-P7_20
8,9.545454545454545,10.0,9.0,52.5,53.099999999999994,51.800000000000004,10285.145935369055,12523.596364312793,7747.760613953271,13.218326716133443,14.856870604711126,10.911915491194248,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S11-P8_20
9,9.5,10.0,10.0,49.4,51.0,48.0,7695.54953407228,8092.3940347865755,7258.38329910341,9.734320995409371,10.070237556517696,9.32387977552698,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S11-P9_20
10,9.596153846153847,10.0,10.0,49.9,50.099999999999994,49.0,7186.159584298129,7680.932967625394,6736.492406340705,7.5187243858218125,7.827962290126743,7.168966453299154,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S11-P10_20
11,9.72549019607843,10.0,10.0,49.6,51.0,49.0,7106.244832887625,7210.178991190051,6929.479691725411,7.400502184218121,8.210703320183253,6.642176912580617,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S11-P11_20
12,9.38888888888889,10.0,7.300000000000001,50.7,52.1,49.9,7017.2002583886615,7153.8687592822125,6907.955188737735,7.7160552853407225,8.048993022871763,7.374133409395798,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S11-P12_20
13,9.381818181818181,10.0,8.4,51.6,52.0,51.0,6508.663523355787,6715.1639731834075,6246.295648408785,9.269569663666433,9.886581227644069,8.510611365047462,0.39495378606281767,0.7741576560249376,0.10246743787940543,Day,sunny,location_sf,training_0004-S11-P13_20
14,9.290909090909091,10.0,7.4,51.1,52.0,50.0,5975.477111956074,6243.577163166079,5789.888375783755,15.930087386695169,16.410899294387796,15.216687184445568,1.5639358620588484,1.940803846823413,1.144062709426502,Day,sunny,location_sf,training_0004-S11-P14_20
15,9.431372549019608,10.0,10.0,48.1,49.099999999999994,47.0,6774.351898103904,7231.387411341152,6204.259298525845,21.6661683258175,22.57950389544533,20.795622534460712,2.4194007129193054,2.6666262621898436,2.1613197073648736,Day,sunny,location_sf,training_0004-S11-P15_20
16,9.58,10.0,10.0,47.9,48.0,47.900000000000006,8249.91503790159,9409.02165943907,7334.207521428306,22.292284370026437,24.446039164935712,20.583010485071846,3.0202965625438063,3.2134234867109264,2.846788437466302,Day,sunny,location_sf,training_0004-S11-P16_20
17,9.36734693877551,10.0,6.800000000000001,45.9,47.1,44.0,12239.492163385268,13368.763132045427,10754.074293329246,39.72953357709953,45.652394000197674,31.737479262067318,3.4447563016111333,3.5597544222817246,3.3000403785710692,Day,sunny,location_sf,training_0004-S11-P17_20
18,9.652173913043478,10.0,10.0,44.4,45.0,44.0,14949.23158951855,15370.464184647995,14220.901686516638,21.154803649323338,23.297743774565784,19.04646932752206,3.685857049064785,3.76828132044002,3.6303494896323034,Day,sunny,location_sf,training_0004-S11-P18_20
19,8.840909090909092,9.0,9.0,43.22222222222222,44.0,43.0,15750.657206725957,16032.840008752215,15349.868485842726,26.886479339372478,28.464093063029914,24.944365454174243,3.690048118633009,3.730822903066925,3.619464742628911,Day,sunny,location_sf,training_0004-S11-P19_20
0,7.0,10.0,3.0,4.2,5.1,3.0,28195.941598089685,47914.04038229643,14210.137009906477,62.46339032808628,76.24566159732113,41.94087119261758,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S10-P0_20
1,10.0,10.0,10.0,5.0,5.0,5.0,37194.33842095958,45363.00872164264,25392.187043986607,64.23216784591678,77.53141346363341,52.905265013431446,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S10-P1_20
2,9.5,10.0,8.5,5.7,6.0,5.0,51025.12218918635,57241.08925811118,44352.7110713849,104.58745898965375,115.67445607015793,89.21648922551618,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S10-P2_20
3,8.625,10.0,6.5,6.9,8.0,5.9,57742.88078577223,65046.65998616641,52809.48445239178,146.49335210634538,164.1792805023465,133.66984339796085,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S10-P3_20
4,9.428571428571429,10.0,8.4,6.6,7.0,6.0,63157.886955676586,68340.76173071888,58401.76762208578,146.0566789253569,157.98444414653574,129.48153983548485,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S10-P4_20
5,9.5,10.0,8.5,5.7,6.0,5.0,52550.270795154465,65346.090793816,39825.43768181128,111.29063120197853,166.91839562691968,72.01281278792693,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S10-P5_20
6,8.333333333333334,10.0,5.0,5.0,5.0,5.0,36861.190123235014,41745.472140064834,32002.019424402224,13.709807048384457,25.72696009183095,7.418007956347595,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S10-P6_20
7,9.333333333333334,10.0,8.0,5.6,6.0,5.0,54469.448609446255,62434.15365431262,48185.69684532767,72.94096324334737,93.01646099834159,59.363792214963325,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S10-P7_20
8,10.0,10.0,10.0,6.0,6.0,6.0,58621.424330870585,60489.15105833233,56216.41597415767,125.98487616525317,129.7930408119366,122.9490685117278,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S10-P8_20
9,9.333333333333334,10.0,8.0,5.6,6.0,5.0,50050.146879945,63256.7182395778,36406.60183580205,124.80505995347963,150.4450752114363,88.38313884444156,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S10-P9_20
10,9.166666666666666,10.0,7.5,5.5,6.0,5.0,26318.4123391677,28901.306882410212,23752.790306304913,53.19493051527313,63.055481113269245,44.33557840316877,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S10-P10_20
11,10.0,10.0,10.0,4.0,4.0,4.0,27591.199199939205,28361.692495824638,26871.771997507494,75.04062831555775,76.52276362725344,73.88706087072498,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S10-P11_20
12,10.0,10.0,10.0,4.0,4.0,4.0,26076.632113347783,27367.429921840296,24722.203611654535,79.17752024896444,80.80320215331636,77.2208464202078,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S10-P12_20
13,7.166666666666667,10.0,1.5,4.3,5.1,4.0,25487.90275951838,27506.421899148496,21455.275014636936,44.66727819854031,56.728018484002476,34.84316809804037,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S10-P13_20
14,7.375,10.0,3.0,5.9,7.0,5.0,63137.96384205073,83091.93021946138,45463.76309146329,102.3261867210526,104.70500409134564,99.65767920428138,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S10-P14_20
15,10.0,10.0,10.0,7.0,7.0,7.0,114940.35841644029,127220.95911037142,105697.99598002926,189.2150181652778,195.58401698989195,184.85838389351972,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S10-P15_20
16,7.857142857142857,10.0,5.6,5.5,7.0,3.0,168316.15961693547,258926.97734212654,123453.04052264287,140.91816387451047,173.26907388603968,119.18019612808973,0.0,0.0,0.0,Day,sunny,location_sf,training_0004-S10-P16_20
17,7.2,10.0,3.8,3.6,4.1,3.0,254325.03151206573,302503.0770804721,212007.4273214783,178.03399583361664,205.78979369165432,156.11774832950212,0.054019307344544853,0.1203959707561888,0.010176645059367157,Day,sunny,location_sf,training_0004-S10-P17_20
18,8.0,10.0,4.4,3.2,4.0,3.0,236324.48055798403,271863.53824276786,204729.93101046368,121.39467782588027,130.3527495174767,112.68217404986268,0.5650652077555588,0.6996418711140493,0.3259409297215502,Day,sunny,location_sf,training_0004-S10-P18_20
19,5.333333333333333,6.800000000000001,3.6000000000000005,2.2857142857142856,3.0,1.6,235518.07750280158,314349.83852064307,173011.7505431769,100.8104350516131,108.27674691932152,93.34412318390466,0.7036623547076767,0.7063246179791509,0.7009916185845315,Day,sunny,location_sf,training_0004-S10-P19_20
0,8.846153846153847,10.0,5.6000000000000005,11.5,12.0,11.0,22701.0236302615,29754.69494550846,11444.046500614055,96.69081394135245,125.52113597097821,61.233542739473165,0.0,0.0,0.0,Night,sunny,location_other,training_0004-S1-P0_20
1,8.75,10.0,7.1,10.5,11.0,9.9,11989.86067987556,18233.320329906215,6618.446995526206,64.26882907496284,85.4528969894086,45.49244099074702,0.0,0.0,0.0,Night,sunny,location_other,training_0004-S1-P1_20
2,9.727272727272727,10.0,9.0,10.7,11.0,10.0,20062.824738057738,21657.78393215726,18585.492953651406,125.60598874843154,130.02158389692926,120.41070238958415,0.0,0.0,0.0,Night,sunny,location_other,training_0004-S1-P2_20
3,8.727272727272727,10.0,5.0,9.6,10.1,9.0,18654.66268035565,19857.0099208577,17490.280073881477,84.34075542509655,98.51474297137779,70.03447028530441,0.0,0.0,0.0,Night,sunny,location_other,training_0004-S1-P3_20
4,9.5,10.0,8.8,7.6,8.0,7.0,10658.348356789877,24231.75979241719,2778.2783520303988,18.884730940020788,47.73606385717132,3.7950591689151927,0.0,0.0,0.0,Night,sunny,location_other,training_0004-S1-P4_20
5,10.0,10.0,10.0,7.0,7.0,7.0,2752.6429665118426,2792.5607535638583,2697.98482655501,3.1872185648534526,3.5743297806438363,2.9105669238743195,0.0,0.0,0.0,Night,sunny,location_other,training_0004-S1-P5_20
6,10.0,10.0,10.0,7.0,7.0,7.0,2658.6108879585154,2672.7046995547666,2645.5526679822324,3.7846913227618124,3.9634970788532122,3.5957057966091712,0.0,0.0,0.0,Night,sunny,location_other,training_0004-S1-P6_20
7,9.0,10.0,6.6000000000000005,6.3,7.0,5.0,2731.5602435834317,2990.4062681202126,2494.9172367086426,18.20249440728148,23.94625904030624,13.136807679424882,0.3061500991948369,0.7249197164044221,0.009648010091577239,Night,sunny,location_other,training_0004-S1-P7_20
8,8.2,10.0,4.6,4.1,4.1,4.0,3821.5936587242445,3977.491009085102,3681.6049320360057,26.995886646284738,31.790535073366236,22.95890583570438,1.7580016438026937,2.31218619304159,1.2127651034107956,Night,sunny,location_other,training_0004-S1-P8_20
9,9.8,10.0,9.399999999999999,4.9,5.0,4.9,3522.1843537312607,3593.053037655861,3381.8606334833053,15.730111869631283,21.348963990140717,11.596409124459313,3.2363263185988393,3.7954003721309015,2.7023285410256936,Night,sunny,location_other,training_0004-S1-P9_20
10,9.0,10.0,7.0,4.5,5.0,4.0,4569.870434694336,5468.900547768977,3748.997693469421,110.4435195198188,130.159809389744,88.57955776722834,4.825619318531928,5.423282980142993,4.250743468903492,Night,sunny,location_other,training_0004-S1-P10_20
11,8.0,10.0,4.4,3.2,4.0,3.0,7321.144430999814,8530.550084961424,5257.734678526582,219.72155591434233,234.74570838665375,205.68985320996558,6.56554968393108,7.206792051518398,5.865771174632291,Night,sunny,location_other,training_0004-S1-P11_20
12,6.2,9.6,2.6,3.1,4.0,2.0,8698.627434711136,10732.963806240483,6388.28484489683,324.36594800424206,341.4805460745936,302.59371807228473,8.043215154829038,8.386661631763358,7.638259507689418,Night,sunny,location_other,training_0004-S1-P12_20
13,7.0,10.0,2.8,2.1,2.0999999999999996,2.0,6614.323304151394,7237.789050039207,6044.249345459896,289.3594913878608,304.58299967736144,269.01097960059417,9.072841951641369,9.40121158261281,8.712760071236328,Night,sunny,location_other,training_0004-S1-P13_20
14,8.0,10.0,5.8,6.4,8.0,3.9,2950.013381420539,3397.4314727970213,2598.778093745592,285.6777334113353,309.7639282901032,259.9811169299845,10.142954589873487,10.56075813735675,9.724661601352555,Night,sunny,location_other,training_0004-S1-P14_20
15,9.125,10.0,7.9,7.3,8.0,7.0,2553.6827827816737,2982.726431882327,2239.9647473662735,133.0860578977176,161.98310096286102,103.83950872114295,11.535975681871527,12.09640318237483,11.051611650093788,Night,sunny,location_other,training_0004-S1-P15_20
16,10.0,10.0,10.0,7.0,7.0,7.0,5211.527302576513,7228.195982610494,3537.995986787216,50.459814601238186,52.1680597668235,49.159155322964224,12.993494586517064,13.4639348150537,12.50585000450573,Night,sunny,location_other,training_0004-S1-P16_20
17,9.571428571428571,10.0,8.8,6.7,7.0,6.0,2208.8300317960866,2369.8508871152426,2081.502728648024,22.54820545270674,27.12613363029818,18.067990048627884,14.096901920072336,14.417234131246042,13.783021206880582,Night,sunny,location_other,training_0004-S1-P17_20
18,8.0,10.0,2.0,6.4,7.0,6.0,3584.186262736787,4026.1974229061125,2604.3529402961713,58.992542303682185,64.40335282958145,52.299856504887146,14.917161111272929,15.24630710422309,14.668853724428443,Night,sunny,location_other,training_0004-S1-P18_20
19,8.375,9.0,7.1,7.444444444444445,8.0,7.0,6769.592687340231,9555.24443664839,5215.710681211819,76.3737902391546,81.88421710065694,71.51672757309026,15.453578219120866,15.5872113332847,15.28394794263319,Night,sunny,location_other,training_0004-S1-P19_20
0,10.0,10.0,10.0,1.0,1.0,1.0,1038.0330061018183,1176.9719408590472,951.8693256322181,19.275347725448125,24.311515939742478,15.332650701832803,9.489835188250943,9.612171469078053,9.370262240388513,Day,sunny,location_sf,training_0004-S24-P0_20
1,10.0,10.0,10.0,1.0,1.0,1.0,1560.5199907271985,1901.4249968814602,1239.7996245347979,74.49249038801875,85.12858823077018,63.88494604816313,9.908220126437808,10.017031189642644,9.800059583622605,Day,sunny,location_sf,training_0004-S24-P1_20
2,10.0,10.0,10.0,1.0,1.0,1.0,2412.1841472206993,2924.778264829196,2110.212359648998,60.64019264849996,63.86191418494885,57.95147134912377,9.981009264346524,10.007615934185344,9.952858709832674,Day,sunny,location_sf,training_0004-S24-P2_20
3,10.0,10.0,10.0,1.0,1.0,1.0,4221.182640561392,5295.4761955275,3405.5396893753223,89.39421677915661,94.58130687397454,82.9118978522832,9.97696556252303,10.003954426806548,9.95615472460116,Day,sunny,location_sf,training_0004-S24-P3_20
4,10.0,10.0,10.0,1.0,1.0,1.0,9721.058233647329,12891.921565521414,6574.767506944202,107.36288292242598,110.49564851301409,104.62694747658591,9.992978857764017,10.002436355931469,9.9751145455932,Day,sunny,location_sf,training_0004-S24-P4_20
5,2.0,2.0,2.0,0.2,1.0,0.0,8799.864773885998,12155.142316320716,5444.58723145128,0.0,0.0,0.0,9.944261422916219,9.974799902040063,9.912090011051383,Day,sunny,location_sf,training_0004-S24-P5_20
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.881449027540388,9.907230054909487,9.862697632296838,Day,sunny,location_sf,training_0004-S24-P6_20
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.651819731784427,9.770641349714776,9.52482688807469,Day,sunny,location_sf,training_0004-S24-P7_20
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.294501786278396,9.416422439225386,9.157639021515031,Day,sunny,location_sf,training_0004-S24-P8_20
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.080300972950335,9.119827180252278,9.01397383674079,Day,sunny,location_sf,training_0004-S24-P9_20
10,3.0,3.0,3.0,0.3,1.0,0.0,2664.3520569240036,3878.083651802584,1425.4333526471419,0.0,0.0,0.0,9.052338914163958,9.117987353202317,9.013743288818468,Day,sunny,location_sf,training_0004-S24-P10_20
11,5.4,9.2,1.4,2.7,4.1,1.0,3012.6536605269785,3915.102121930264,2320.923619452569,213.39865272131232,233.35789114527108,197.8792624033784,9.261197686807986,9.342642244963052,9.168472661794834,Day,sunny,location_sf,training_0004-S24-P11_20
12,10.0,10.0,10.0,6.0,6.0,6.0,2659.140158875275,2776.850649825452,2541.7687379639847,250.13505895997076,263.66321234521115,237.80740680516269,9.295132015242254,9.350107755552397,9.182612381866724,Day,sunny,location_sf,training_0004-S24-P12_20
13,10.0,10.0,10.0,6.0,6.0,6.0,3558.7328626299895,4369.888122124934,2917.3785598629424,271.7644296037545,273.3483733646722,270.0016343780168,9.037899098768138,9.09315227909067,9.002072985647352,Day,sunny,location_sf,training_0004-S24-P13_20
14,9.166666666666666,10.0,7.5,5.5,6.0,5.0,9380.052171324616,14365.519954515625,5451.109343375714,239.16776201794693,271.98382044796665,203.02524111608162,8.764504167093634,8.913766833513824,8.613936503992907,Day,sunny,location_sf,training_0004-S24-P14_20
15,9.2,10.0,7.6,4.6,5.0,4.0,17112.827963727603,26510.745469463774,8766.755581853697,75.26499467715196,100.42029701517731,58.41058671009082,8.31258626142364,8.500117580768636,8.106902413850136,Day,sunny,location_sf,training_0004-S24-P15_20
16,8.25,10.0,5.1,3.3,4.0,3.0,2396.821282664749,4564.755330109818,1447.16422282545,97.06654783082212,126.6533929530241,65.17081647601404,7.5904693637034075,7.8707692133099565,7.297661384641334,Day,sunny,location_sf,training_0004-S24-P16_20
17,8.0,10.0,4.800000000000001,4.0,5.0,3.0,2225.010172480832,2996.437725753085,1788.1456859492616,209.66606614350002,215.18294733974864,201.883560719554,6.811472502690739,7.133497579762207,6.522658075240904,Day,sunny,location_sf,training_0004-S24-P17_20
18,8.5,10.0,5.5,5.1,5.1,5.0,3192.4082410507726,3432.8807016872966,2870.906019239298,167.9706215187711,171.11459862752426,164.74437697274118,5.929373259910213,6.258246219830567,5.593381561046772,Day,sunny,location_sf,training_0004-S24-P18_20
19,9.0,9.0,9.0,6.0,6.0,6.0,3141.6113349990696,3204.304945513143,3080.019155181455,168.20741086545738,175.48826245020663,160.8793650143714,4.908845327721747,5.2934890241180215,4.5217801619156,Day,sunny,location_sf,training_0004-S24-P19_20
0,10.0,10.0,10.0,21.0,21.0,21.0,4579.886442817167,4623.117062400468,4534.508408724622,4.818858290031067,6.448898281465423,2.768214420627076,0.10160680174956535,0.23135577869857965,0.012337283776083162,Day,sunny,location_sf,training_0004-S2-P0_20
1,10.0,10.0,10.0,21.0,21.0,21.0,4705.417803481808,4815.649050815383,4638.477634998507,12.644286841344144,14.451838390586232,11.157099143027606,1.0984770225562288,1.6887868057237452,0.52236053542618,Day,sunny,location_sf,training_0004-S2-P1_20
2,10.0,10.0,10.0,21.0,21.0,21.0,5206.28345625695,5563.816353564912,4885.052845803042,82.97429211990905,108.3294266098753,59.18560069397057,2.6547567219466797,3.1282888320605404,2.1425241742249193,Day,sunny,location_sf,training_0004-S2-P2_20
3,9.318181818181818,10.0,8.1,20.5,22.0,18.8,7110.589812815539,8247.895573576761,5833.197422084945,257.3827092176942,276.00356506698125,241.0260588946809,3.611218487005206,3.69065801903227,3.4681599383553947,Day,sunny,location_sf,training_0004-S2-P3_20
4,3.6470588235294117,6.4,1.6,6.2,13.2,2.0,64708.02909789373,115685.09161230693,13921.976631436402,275.4125486826482,291.9489602815133,252.3188486998671,3.694255868479072,3.701230921000584,3.68471147987763,Day,sunny,location_sf,training_0004-S2-P4_20
5,6.238095238095238,10.0,3.0,13.1,20.1,6.0,43789.40076145955,58119.74482631456,32284.689336734005,383.50037343931,394.69211720116436,369.4658164118124,3.7823897111045115,3.8348851245798268,3.7384071764015476,Day,sunny,location_sf,training_0004-S2-P5_20
6,9.818181818181818,10.0,10.0,21.6,22.0,21.0,32493.148972195522,34038.0529032243,31111.83009988862,204.60892368520905,232.01294618120127,178.29907633328833,4.114971064821149,4.297488393234891,3.9565935865042174,Day,sunny,location_sf,training_0004-S2-P6_20
7,9.619047619047619,10.0,9.0,20.2,21.0,18.900000000000002,32908.56331347722,33755.89118883094,32244.748170036404,104.77114056753962,112.85987607409419,94.0804178242191,4.746305089981295,4.997217201040139,4.496936536835962,Day,sunny,location_sf,training_0004-S2-P7_20
8,9.38888888888889,10.0,8.8,16.9,17.0,16.9,33204.316240102926,34445.02164553611,31635.64234349873,53.620109422201516,60.89977466701825,47.544314161474084,5.416803449587805,5.657458016875657,5.204881971413575,Day,sunny,location_sf,training_0004-S2-P8_20
9,9.5,10.0,9.4,17.1,17.1,17.0,35347.827215606274,38308.35948507864,31339.239767020306,60.56578919029606,70.09898407009726,53.658285897527,6.050904722762103,6.306817728603892,5.812820660484764,Day,sunny,location_sf,training_0004-S2-P9_20
10,8.947368421052632,10.0,5.800000000000001,17.0,18.0,16.0,31051.982234941224,35606.043095766654,26942.192947283416,64.40060861118488,69.41712594847097,58.90540843257641,6.638618821996209,6.7987169632703,6.426651592425831,Day,sunny,location_sf,training_0004-S2-P10_20
11,8.473684210526315,10.0,4.4,16.1,17.0,15.0,35571.962812181366,40383.874301944124,29507.930504840846,69.41614459496866,75.22468835279084,64.05652460073804,6.793939594762257,6.833776459473172,6.760734088843521,Day,sunny,location_sf,training_0004-S2-P11_20
